Assembled_VSG_188	Cluster 0
Assembled_VSG_17975	Cluster 5599
Assembled_VSG_13107	Cluster 5599
Assembled_VSG_17976	Cluster 5599
Assembled_VSG_13108	Cluster 5599
Assembled_VSG_13014	Cluster 5600
Assembled_VSG_13244	Cluster 5601
Assembled_VSG_50228	Cluster 5601
Assembled_VSG_13245	Cluster 5602
Assembled_VSG_13109	Cluster 5603
Assembled_VSG_13247	Cluster 5604
Assembled_VSG_13110	Cluster 5605
Assembled_VSG_12813	Cluster 5606
Assembled_VSG_18145	Cluster 5606
Assembled_VSG_67602	Cluster 5606
Assembled_VSG_49657	Cluster 5607
Assembled_VSG_49640	Cluster 5607
Assembled_VSG_49639	Cluster 5607
Assembled_VSG_49655	Cluster 5607
Assembled_VSG_49656	Cluster 5607
Assembled_VSG_13015	Cluster 5607
Assembled_VSG_13016	Cluster 5607
Assembled_VSG_30452	Cluster 5607
Assembled_VSG_49773	Cluster 5607
Assembled_VSG_49778	Cluster 5607
Assembled_VSG_49797	Cluster 5607
Assembled_VSG_30700	Cluster 5607
Assembled_VSG_49818	Cluster 5607
Assembled_VSG_49819	Cluster 5607
Assembled_VSG_49836	Cluster 5607
Assembled_VSG_49892	Cluster 5607
Assembled_VSG_49894	Cluster 5607
Assembled_VSG_13249	Cluster 5608
Assembled_VSG_13251	Cluster 5609
Assembled_VSG_13252	Cluster 5609
Assembled_VSG_13112	Cluster 5610
Assembled_VSG_13114	Cluster 5610
Assembled_VSG_13113	Cluster 5611
Assembled_VSG_13019	Cluster 5612
Assembled_VSG_13115	Cluster 5613
Assembled_VSG_13116	Cluster 5614
Assembled_VSG_13117	Cluster 5614
Assembled_VSG_13266	Cluster 5615
Assembled_VSG_13267	Cluster 5616
Assembled_VSG_13268	Cluster 5616
Assembled_VSG_13119	Cluster 5617
Assembled_VSG_29545	Cluster 5617
Assembled_VSG_13269	Cluster 5618
Assembled_VSG_32262	Cluster 5618
Assembled_VSG_13021	Cluster 5619
Assembled_VSG_24409	Cluster 5620
Assembled_VSG_13123	Cluster 5620
Assembled_VSG_12825	Cluster 5621
Assembled_VSG_15619	Cluster 5621
Assembled_VSG_15620	Cluster 5621
Assembled_VSG_15621	Cluster 5621
Assembled_VSG_12826	Cluster 5621
Assembled_VSG_12828	Cluster 5622
Assembled_VSG_12833	Cluster 5622
Assembled_VSG_12835	Cluster 5622
Assembled_VSG_13125	Cluster 5623
Assembled_VSG_12834	Cluster 5624
Assembled_VSG_13126	Cluster 5625
Assembled_VSG_12836	Cluster 5626
Assembled_VSG_12838	Cluster 5626
Assembled_VSG_12837	Cluster 5627
Assembled_VSG_13024	Cluster 5628
Assembled_VSG_72895	Cluster 5629
Assembled_VSG_39563	Cluster 5629
Assembled_VSG_13128	Cluster 5629
Assembled_VSG_72986	Cluster 5629
Assembled_VSG_72992	Cluster 5629
Assembled_VSG_30147	Cluster 5630
Assembled_VSG_13293	Cluster 5630
Assembled_VSG_13295	Cluster 5631
Assembled_VSG_13296	Cluster 5631
Assembled_VSG_13299	Cluster 5631
Assembled_VSG_12842	Cluster 5632
Assembled_VSG_12843	Cluster 5632
Assembled_VSG_12845	Cluster 5632
Assembled_VSG_12849	Cluster 5632
Assembled_VSG_13297	Cluster 5633
Assembled_VSG_62422	Cluster 5634
Assembled_VSG_12844	Cluster 5634
Assembled_VSG_12846	Cluster 5634
Assembled_VSG_12847	Cluster 5634
Assembled_VSG_12850	Cluster 5634
Assembled_VSG_13026	Cluster 5635
Assembled_VSG_13027	Cluster 5636
Assembled_VSG_12852	Cluster 5637
Assembled_VSG_12854	Cluster 5637
Assembled_VSG_28172	Cluster 5638
Assembled_VSG_13130	Cluster 5638
Assembled_VSG_13129	Cluster 5638
Assembled_VSG_28173	Cluster 5638
Assembled_VSG_12855	Cluster 5639
Assembled_VSG_12866	Cluster 5639
Assembled_VSG_13750	Cluster 5639
Assembled_VSG_12870	Cluster 5639
Assembled_VSG_12871	Cluster 5639
Assembled_VSG_13307	Cluster 5640
Assembled_VSG_13309	Cluster 5640
Assembled_VSG_71079	Cluster 5641
Assembled_VSG_12857	Cluster 5641
Assembled_VSG_12859	Cluster 5641
Assembled_VSG_12862	Cluster 5641
Assembled_VSG_12858	Cluster 5642
Assembled_VSG_12863	Cluster 5642
Assembled_VSG_39092	Cluster 5643
Assembled_VSG_18371	Cluster 5643
Assembled_VSG_13313	Cluster 5643
Assembled_VSG_14909	Cluster 5643
Assembled_VSG_12860	Cluster 5644
Assembled_VSG_12861	Cluster 5644
Assembled_VSG_13030	Cluster 5645
Assembled_VSG_12867	Cluster 5646
Assembled_VSG_12872	Cluster 5647
Assembled_VSG_12873	Cluster 5647
Assembled_VSG_13325	Cluster 5648
Assembled_VSG_16420	Cluster 5648
Assembled_VSG_12874	Cluster 5648
Assembled_VSG_12884	Cluster 5649
Assembled_VSG_64524	Cluster 5649
Assembled_VSG_12907	Cluster 5649
Assembled_VSG_13134	Cluster 5650
Assembled_VSG_13135	Cluster 5650
Assembled_VSG_73642	Cluster 5651
Assembled_VSG_30099	Cluster 5651
Assembled_VSG_39814	Cluster 5651
Assembled_VSG_62346	Cluster 5651
Assembled_VSG_62641	Cluster 5651
Assembled_VSG_73565	Cluster 5651
Assembled_VSG_13032	Cluster 5651
Assembled_VSG_61273	Cluster 5651
Assembled_VSG_61560	Cluster 5651
Assembled_VSG_66854	Cluster 5651
Assembled_VSG_69925	Cluster 5651
Assembled_VSG_73299	Cluster 5651
Assembled_VSG_70976	Cluster 5651
Assembled_VSG_13033	Cluster 5652
Assembled_VSG_13034	Cluster 5652
Assembled_VSG_15412	Cluster 5653
Assembled_VSG_13136	Cluster 5653
Assembled_VSG_77559	Cluster 5653
Assembled_VSG_14241	Cluster 5653
Assembled_VSG_12886	Cluster 5654
Assembled_VSG_12887	Cluster 5655
Assembled_VSG_12889	Cluster 5656
Assembled_VSG_12908	Cluster 5656
Assembled_VSG_15549	Cluster 5656
Assembled_VSG_64270	Cluster 5657
Assembled_VSG_64448	Cluster 5657
Assembled_VSG_64456	Cluster 5657
Assembled_VSG_64460	Cluster 5657
Assembled_VSG_64461	Cluster 5657
Assembled_VSG_12891	Cluster 5657
Assembled_VSG_64588	Cluster 5657
Assembled_VSG_64610	Cluster 5657
Assembled_VSG_12893	Cluster 5658
Assembled_VSG_13137	Cluster 5659
Assembled_VSG_16259	Cluster 5659
Assembled_VSG_13138	Cluster 5660
Assembled_VSG_53255	Cluster 5660
Assembled_VSG_13037	Cluster 5661
Assembled_VSG_73055	Cluster 5662
Assembled_VSG_14913	Cluster 5662
Assembled_VSG_13038	Cluster 5662
Assembled_VSG_76255	Cluster 5662
Assembled_VSG_16564	Cluster 5663
Assembled_VSG_13039	Cluster 5663
Assembled_VSG_13040	Cluster 5664
Assembled_VSG_16755	Cluster 5664
Assembled_VSG_30347	Cluster 5664
Assembled_VSG_16641	Cluster 5665
Assembled_VSG_36771	Cluster 5665
Assembled_VSG_27164	Cluster 5665
Assembled_VSG_23806	Cluster 5665
Assembled_VSG_16808	Cluster 5665
Assembled_VSG_16710	Cluster 5665
Assembled_VSG_26732	Cluster 5665
Assembled_VSG_29719	Cluster 5665
Assembled_VSG_30045	Cluster 5665
Assembled_VSG_16721	Cluster 5665
Assembled_VSG_16722	Cluster 5665
Assembled_VSG_30183	Cluster 5665
Assembled_VSG_16753	Cluster 5665
Assembled_VSG_16754	Cluster 5665
Assembled_VSG_13041	Cluster 5665
Assembled_VSG_30346	Cluster 5665
Assembled_VSG_16778	Cluster 5665
Assembled_VSG_27272	Cluster 5665
Assembled_VSG_19004	Cluster 5665
Assembled_VSG_17910	Cluster 5665
Assembled_VSG_16809	Cluster 5665
Assembled_VSG_26981	Cluster 5665
Assembled_VSG_43915	Cluster 5666
Assembled_VSG_13367	Cluster 5666
Assembled_VSG_13042	Cluster 5667
Assembled_VSG_13043	Cluster 5667
Assembled_VSG_13044	Cluster 5667
Assembled_VSG_13047	Cluster 5667
Assembled_VSG_77568	Cluster 5668
Assembled_VSG_13045	Cluster 5668
Assembled_VSG_13046	Cluster 5668
Assembled_VSG_16920	Cluster 5669
Assembled_VSG_13370	Cluster 5669
Assembled_VSG_13048	Cluster 5670
Assembled_VSG_68335	Cluster 5670
Assembled_VSG_13376	Cluster 5671
Assembled_VSG_13377	Cluster 5671
Assembled_VSG_55846	Cluster 5672
Assembled_VSG_35113	Cluster 5672
Assembled_VSG_13148	Cluster 5672
Assembled_VSG_35351	Cluster 5672
Assembled_VSG_55898	Cluster 5672
Assembled_VSG_55906	Cluster 5672
Assembled_VSG_12902	Cluster 5673
Assembled_VSG_12903	Cluster 5673
Assembled_VSG_12904	Cluster 5673
Assembled_VSG_16320	Cluster 5674
Assembled_VSG_15284	Cluster 5674
Assembled_VSG_20017	Cluster 5674
Assembled_VSG_20683	Cluster 5674
Assembled_VSG_16286	Cluster 5674
Assembled_VSG_17399	Cluster 5674
Assembled_VSG_17588	Cluster 5674
Assembled_VSG_17768	Cluster 5674
Assembled_VSG_17609	Cluster 5674
Assembled_VSG_20222	Cluster 5674
Assembled_VSG_17470	Cluster 5674
Assembled_VSG_20117	Cluster 5674
Assembled_VSG_14038	Cluster 5674
Assembled_VSG_16561	Cluster 5674
Assembled_VSG_16211	Cluster 5674
Assembled_VSG_16214	Cluster 5674
Assembled_VSG_13560	Cluster 5674
Assembled_VSG_16565	Cluster 5674
Assembled_VSG_18709	Cluster 5674
Assembled_VSG_19426	Cluster 5674
Assembled_VSG_13772	Cluster 5674
Assembled_VSG_13563	Cluster 5674
Assembled_VSG_17688	Cluster 5674
Assembled_VSG_17708	Cluster 5674
Assembled_VSG_13151	Cluster 5674
Assembled_VSG_15545	Cluster 5674
Assembled_VSG_19524	Cluster 5674
Assembled_VSG_13966	Cluster 5674
Assembled_VSG_17899	Cluster 5674
Assembled_VSG_15737	Cluster 5674
Assembled_VSG_20312	Cluster 5674
Assembled_VSG_20313	Cluster 5674
Assembled_VSG_15465	Cluster 5674
Assembled_VSG_14172	Cluster 5675
Assembled_VSG_14464	Cluster 5675
Assembled_VSG_13640	Cluster 5675
Assembled_VSG_13049	Cluster 5675
Assembled_VSG_13808	Cluster 5675
Assembled_VSG_12912	Cluster 5676
Assembled_VSG_13050	Cluster 5677
Assembled_VSG_13052	Cluster 5678
Assembled_VSG_13053	Cluster 5678
Assembled_VSG_12915	Cluster 5679
Assembled_VSG_66885	Cluster 5679
Assembled_VSG_12916	Cluster 5680
Assembled_VSG_13054	Cluster 5681
Assembled_VSG_13055	Cluster 5682
Assembled_VSG_13056	Cluster 5683
Assembled_VSG_26894	Cluster 5684
Assembled_VSG_12921	Cluster 5684
Assembled_VSG_12923	Cluster 5685
Assembled_VSG_12924	Cluster 5685
Assembled_VSG_13062	Cluster 5686
Assembled_VSG_68838	Cluster 5687
Assembled_VSG_60490	Cluster 5687
Assembled_VSG_60499	Cluster 5687
Assembled_VSG_13159	Cluster 5687
Assembled_VSG_60610	Cluster 5687
Assembled_VSG_13422	Cluster 5688
Assembled_VSG_13063	Cluster 5689
Assembled_VSG_25722	Cluster 5690
Assembled_VSG_13160	Cluster 5690
Assembled_VSG_13161	Cluster 5690
Assembled_VSG_13064	Cluster 5691
Assembled_VSG_12943	Cluster 5692
Assembled_VSG_13178	Cluster 5693
Assembled_VSG_13078	Cluster 5694
Assembled_VSG_13488	Cluster 5695
Assembled_VSG_13490	Cluster 5695
Assembled_VSG_13489	Cluster 5696
Assembled_VSG_12954	Cluster 5697
Assembled_VSG_17764	Cluster 5698
Assembled_VSG_13182	Cluster 5698
Assembled_VSG_12958	Cluster 5699
Assembled_VSG_12959	Cluster 5699
Assembled_VSG_13477	Cluster 5700
Assembled_VSG_13183	Cluster 5700
Assembled_VSG_12964	Cluster 5701
Assembled_VSG_12952	Cluster 5702
Assembled_VSG_13529	Cluster 5703
Assembled_VSG_72169	Cluster 5703
Assembled_VSG_26334	Cluster 5703
Assembled_VSG_13203	Cluster 5704
Assembled_VSG_13206	Cluster 5704
Assembled_VSG_13227	Cluster 5704
Assembled_VSG_13209	Cluster 5704
Assembled_VSG_13211	Cluster 5704
Assembled_VSG_13238	Cluster 5704
Assembled_VSG_13229	Cluster 5704
Assembled_VSG_13329	Cluster 5704
Assembled_VSG_13350	Cluster 5704
Assembled_VSG_13356	Cluster 5704
Assembled_VSG_13363	Cluster 5704
Assembled_VSG_75257	Cluster 5704
Assembled_VSG_75275	Cluster 5704
Assembled_VSG_13202	Cluster 5705
Assembled_VSG_13319	Cluster 5705
Assembled_VSG_13361	Cluster 5705
Assembled_VSG_13369	Cluster 5705
Assembled_VSG_13382	Cluster 5705
Assembled_VSG_13398	Cluster 5705
Assembled_VSG_13222	Cluster 5706
Assembled_VSG_13254	Cluster 5706
Assembled_VSG_13359	Cluster 5706
Assembled_VSG_13360	Cluster 5706
Assembled_VSG_13225	Cluster 5707
Assembled_VSG_13272	Cluster 5707
Assembled_VSG_13317	Cluster 5707
Assembled_VSG_75279	Cluster 5707
Assembled_VSG_13310	Cluster 5708
Assembled_VSG_13344	Cluster 5708
Assembled_VSG_70058	Cluster 5708
Assembled_VSG_13381	Cluster 5708
Assembled_VSG_77191	Cluster 5708
Assembled_VSG_13599	Cluster 5709
Assembled_VSG_13598	Cluster 5709
Assembled_VSG_16026	Cluster 5709
Assembled_VSG_68616	Cluster 5709
Assembled_VSG_44247	Cluster 5709
Assembled_VSG_68404	Cluster 5709
Assembled_VSG_17592	Cluster 5709
Assembled_VSG_17593	Cluster 5709
Assembled_VSG_45261	Cluster 5709
Assembled_VSG_48330	Cluster 5709
Assembled_VSG_48141	Cluster 5709
Assembled_VSG_66852	Cluster 5709
Assembled_VSG_66697	Cluster 5709
Assembled_VSG_14190	Cluster 5709
Assembled_VSG_48460	Cluster 5709
Assembled_VSG_66702	Cluster 5709
Assembled_VSG_66703	Cluster 5709
Assembled_VSG_67740	Cluster 5709
Assembled_VSG_15722	Cluster 5709
Assembled_VSG_14741	Cluster 5709
Assembled_VSG_68338	Cluster 5709
Assembled_VSG_47230	Cluster 5709
Assembled_VSG_65729	Cluster 5709
Assembled_VSG_60316	Cluster 5709
Assembled_VSG_60317	Cluster 5709
Assembled_VSG_66494	Cluster 5709
Assembled_VSG_56761	Cluster 5709
Assembled_VSG_56762	Cluster 5709
Assembled_VSG_14051	Cluster 5710
Assembled_VSG_13773	Cluster 5710
Assembled_VSG_17992	Cluster 5710
Assembled_VSG_42265	Cluster 5710
Assembled_VSG_14073	Cluster 5710
Assembled_VSG_56823	Cluster 5711
Assembled_VSG_13207	Cluster 5711
Assembled_VSG_13556	Cluster 5712
Assembled_VSG_34167	Cluster 5712
Assembled_VSG_37983	Cluster 5713
Assembled_VSG_36150	Cluster 5713
Assembled_VSG_13232	Cluster 5713
Assembled_VSG_13387	Cluster 5713
Assembled_VSG_13388	Cluster 5713
Assembled_VSG_13234	Cluster 5714
Assembled_VSG_23238	Cluster 5714
Assembled_VSG_13693	Cluster 5715
Assembled_VSG_13536	Cluster 5716
Assembled_VSG_28842	Cluster 5716
Assembled_VSG_13631	Cluster 5717
Assembled_VSG_15031	Cluster 5717
Assembled_VSG_13237	Cluster 5718
Assembled_VSG_13220	Cluster 5718
Assembled_VSG_13240	Cluster 5718
Assembled_VSG_13383	Cluster 5718
Assembled_VSG_75274	Cluster 5718
Assembled_VSG_13404	Cluster 5718
Assembled_VSG_13409	Cluster 5718
Assembled_VSG_13600	Cluster 5719
Assembled_VSG_14331	Cluster 5720
Assembled_VSG_24493	Cluster 5720
Assembled_VSG_13685	Cluster 5720
Assembled_VSG_21208	Cluster 5720
Assembled_VSG_61000	Cluster 5721
Assembled_VSG_13221	Cluster 5721
Assembled_VSG_13410	Cluster 5721
Assembled_VSG_60311	Cluster 5721
Assembled_VSG_18085	Cluster 5722
Assembled_VSG_21201	Cluster 5722
Assembled_VSG_13216	Cluster 5722
Assembled_VSG_18377	Cluster 5722
Assembled_VSG_18378	Cluster 5722
Assembled_VSG_17829	Cluster 5722
Assembled_VSG_13332	Cluster 5722
Assembled_VSG_13334	Cluster 5722
Assembled_VSG_14640	Cluster 5722
Assembled_VSG_17891	Cluster 5722
Assembled_VSG_13393	Cluster 5722
Assembled_VSG_13402	Cluster 5722
Assembled_VSG_13414	Cluster 5722
Assembled_VSG_18478	Cluster 5723
Assembled_VSG_27365	Cluster 5723
Assembled_VSG_21202	Cluster 5723
Assembled_VSG_17455	Cluster 5723
Assembled_VSG_13217	Cluster 5723
Assembled_VSG_17830	Cluster 5723
Assembled_VSG_13261	Cluster 5723
Assembled_VSG_13262	Cluster 5723
Assembled_VSG_19132	Cluster 5723
Assembled_VSG_13323	Cluster 5723
Assembled_VSG_13335	Cluster 5723
Assembled_VSG_18178	Cluster 5723
Assembled_VSG_13358	Cluster 5723
Assembled_VSG_24431	Cluster 5723
Assembled_VSG_19178	Cluster 5723
Assembled_VSG_22987	Cluster 5723
Assembled_VSG_13957	Cluster 5723
Assembled_VSG_14059	Cluster 5723
Assembled_VSG_17892	Cluster 5723
Assembled_VSG_13392	Cluster 5723
Assembled_VSG_13396	Cluster 5723
Assembled_VSG_13397	Cluster 5723
Assembled_VSG_13399	Cluster 5723
Assembled_VSG_13401	Cluster 5723
Assembled_VSG_13405	Cluster 5723
Assembled_VSG_13412	Cluster 5723
Assembled_VSG_13413	Cluster 5723
Assembled_VSG_13418	Cluster 5723
Assembled_VSG_13419	Cluster 5723
Assembled_VSG_56380	Cluster 5723
Assembled_VSG_13597	Cluster 5724
Assembled_VSG_13533	Cluster 5724
Assembled_VSG_13595	Cluster 5724
Assembled_VSG_13596	Cluster 5724
Assembled_VSG_17820	Cluster 5725
Assembled_VSG_13231	Cluster 5725
Assembled_VSG_56332	Cluster 5725
Assembled_VSG_19988	Cluster 5725
Assembled_VSG_13346	Cluster 5725
Assembled_VSG_13351	Cluster 5725
Assembled_VSG_53193	Cluster 5725
Assembled_VSG_57177	Cluster 5725
Assembled_VSG_13230	Cluster 5726
Assembled_VSG_23114	Cluster 5726
Assembled_VSG_13271	Cluster 5726
Assembled_VSG_13374	Cluster 5726
Assembled_VSG_13534	Cluster 5727
Assembled_VSG_13532	Cluster 5727
Assembled_VSG_13432	Cluster 5728
Assembled_VSG_13440	Cluster 5728
Assembled_VSG_13475	Cluster 5728
Assembled_VSG_13666	Cluster 5729
Assembled_VSG_13665	Cluster 5729
Assembled_VSG_45836	Cluster 5729
Assembled_VSG_13667	Cluster 5730
Assembled_VSG_13668	Cluster 5730
Assembled_VSG_13582	Cluster 5731
Assembled_VSG_13431	Cluster 5732
Assembled_VSG_13663	Cluster 5733
Assembled_VSG_13428	Cluster 5734
Assembled_VSG_13842	Cluster 5735
Assembled_VSG_13437	Cluster 5736
Assembled_VSG_13438	Cluster 5737
Assembled_VSG_13465	Cluster 5737
Assembled_VSG_13278	Cluster 5737
Assembled_VSG_13421	Cluster 5737
Assembled_VSG_13583	Cluster 5738
Assembled_VSG_13443	Cluster 5739
Assembled_VSG_18794	Cluster 5739
Assembled_VSG_13456	Cluster 5739
Assembled_VSG_13450	Cluster 5739
Assembled_VSG_13451	Cluster 5739
Assembled_VSG_13452	Cluster 5739
Assembled_VSG_13459	Cluster 5739
Assembled_VSG_13445	Cluster 5740
Assembled_VSG_13455	Cluster 5740
Assembled_VSG_22857	Cluster 5740
Assembled_VSG_13853	Cluster 5741
Assembled_VSG_22562	Cluster 5741
Assembled_VSG_77456	Cluster 5741
Assembled_VSG_13670	Cluster 5742
Assembled_VSG_23067	Cluster 5742
Assembled_VSG_13585	Cluster 5743
Assembled_VSG_24941	Cluster 5743
Assembled_VSG_13864	Cluster 5744
Assembled_VSG_71418	Cluster 5745
Assembled_VSG_13462	Cluster 5745
Assembled_VSG_13474	Cluster 5745
Assembled_VSG_13461	Cluster 5745
Assembled_VSG_52598	Cluster 5745
Assembled_VSG_13466	Cluster 5746
Assembled_VSG_13463	Cluster 5747
Assembled_VSG_69332	Cluster 5747
Assembled_VSG_17273	Cluster 5748
Assembled_VSG_13868	Cluster 5748
Assembled_VSG_13467	Cluster 5749
Assembled_VSG_13501	Cluster 5749
Assembled_VSG_13508	Cluster 5749
Assembled_VSG_15059	Cluster 5750
Assembled_VSG_13468	Cluster 5750
Assembled_VSG_70325	Cluster 5750
Assembled_VSG_45323	Cluster 5751
Assembled_VSG_13472	Cluster 5751
Assembled_VSG_20159	Cluster 5751
Assembled_VSG_16599	Cluster 5752
Assembled_VSG_13909	Cluster 5752
Assembled_VSG_16110	Cluster 5752
Assembled_VSG_22641	Cluster 5752
Assembled_VSG_13464	Cluster 5753
Assembled_VSG_56292	Cluster 5754
Assembled_VSG_13479	Cluster 5754
Assembled_VSG_13893	Cluster 5755
Assembled_VSG_13894	Cluster 5755
Assembled_VSG_13674	Cluster 5755
Assembled_VSG_13891	Cluster 5755
Assembled_VSG_59804	Cluster 5756
Assembled_VSG_13511	Cluster 5756
Assembled_VSG_13509	Cluster 5756
Assembled_VSG_13675	Cluster 5757
Assembled_VSG_13825	Cluster 5758
Assembled_VSG_13890	Cluster 5759
Assembled_VSG_13676	Cluster 5760
Assembled_VSG_13512	Cluster 5761
Assembled_VSG_63258	Cluster 5761
Assembled_VSG_13679	Cluster 5762
Assembled_VSG_13900	Cluster 5762
Assembled_VSG_13588	Cluster 5763
Assembled_VSG_13678	Cluster 5764
Assembled_VSG_20997	Cluster 5764
Assembled_VSG_13591	Cluster 5765
Assembled_VSG_13590	Cluster 5765
Assembled_VSG_13592	Cluster 5766
Assembled_VSG_42790	Cluster 5766
Assembled_VSG_13901	Cluster 5767
Assembled_VSG_68302	Cluster 5767
Assembled_VSG_68296	Cluster 5767
Assembled_VSG_13902	Cluster 5767
Assembled_VSG_27805	Cluster 5768
Assembled_VSG_13517	Cluster 5768
Assembled_VSG_13680	Cluster 5769
Assembled_VSG_13899	Cluster 5769
Assembled_VSG_46048	Cluster 5769
Assembled_VSG_34545	Cluster 5769
Assembled_VSG_13898	Cluster 5770
Assembled_VSG_13897	Cluster 5770
Assembled_VSG_13513	Cluster 5771
Assembled_VSG_13514	Cluster 5771
Assembled_VSG_46046	Cluster 5772
Assembled_VSG_13681	Cluster 5772
Assembled_VSG_34549	Cluster 5772
Assembled_VSG_13515	Cluster 5773
Assembled_VSG_13589	Cluster 5774
Assembled_VSG_37947	Cluster 5775
Assembled_VSG_13594	Cluster 5775
Assembled_VSG_13903	Cluster 5776
Assembled_VSG_13593	Cluster 5777
Assembled_VSG_13521	Cluster 5778
Assembled_VSG_13905	Cluster 5779
Assembled_VSG_35205	Cluster 5779
Assembled_VSG_13701	Cluster 5780
Assembled_VSG_47881	Cluster 5781
Assembled_VSG_13602	Cluster 5781
Assembled_VSG_30008	Cluster 5782
Assembled_VSG_13702	Cluster 5782
Assembled_VSG_13603	Cluster 5783
Assembled_VSG_13705	Cluster 5784
Assembled_VSG_13707	Cluster 5785
Assembled_VSG_13708	Cluster 5786
Assembled_VSG_13711	Cluster 5786
Assembled_VSG_13709	Cluster 5787
Assembled_VSG_13710	Cluster 5787
Assembled_VSG_13604	Cluster 5788
Assembled_VSG_13246	Cluster 5789
Assembled_VSG_16190	Cluster 5789
Assembled_VSG_26149	Cluster 5789
Assembled_VSG_26150	Cluster 5789
Assembled_VSG_13482	Cluster 5789
Assembled_VSG_13713	Cluster 5790
Assembled_VSG_27638	Cluster 5791
Assembled_VSG_13714	Cluster 5791
Assembled_VSG_13717	Cluster 5791
Assembled_VSG_76876	Cluster 5791
Assembled_VSG_13715	Cluster 5792
Assembled_VSG_31712	Cluster 5792
Assembled_VSG_65834	Cluster 5792
Assembled_VSG_13248	Cluster 5793
Assembled_VSG_13606	Cluster 5794
Assembled_VSG_13608	Cluster 5794
Assembled_VSG_57074	Cluster 5795
Assembled_VSG_13607	Cluster 5795
Assembled_VSG_43173	Cluster 5795
Assembled_VSG_13250	Cluster 5796
Assembled_VSG_13253	Cluster 5797
Assembled_VSG_13538	Cluster 5798
Assembled_VSG_62867	Cluster 5798
Assembled_VSG_13539	Cluster 5799
Assembled_VSG_20260	Cluster 5799
Assembled_VSG_13255	Cluster 5800
Assembled_VSG_13256	Cluster 5801
Assembled_VSG_13386	Cluster 5801
Assembled_VSG_13257	Cluster 5802
Assembled_VSG_33644	Cluster 5803
Assembled_VSG_33490	Cluster 5803
Assembled_VSG_31521	Cluster 5803
Assembled_VSG_31520	Cluster 5803
Assembled_VSG_13258	Cluster 5803
Assembled_VSG_13259	Cluster 5803
Assembled_VSG_31400	Cluster 5803
Assembled_VSG_30335	Cluster 5803
Assembled_VSG_29413	Cluster 5803
Assembled_VSG_29414	Cluster 5803
Assembled_VSG_26482	Cluster 5803
Assembled_VSG_27238	Cluster 5803
Assembled_VSG_31434	Cluster 5803
Assembled_VSG_31435	Cluster 5803
Assembled_VSG_31753	Cluster 5803
Assembled_VSG_31564	Cluster 5803
Assembled_VSG_25962	Cluster 5803
Assembled_VSG_29022	Cluster 5803
Assembled_VSG_29426	Cluster 5803
Assembled_VSG_29557	Cluster 5803
Assembled_VSG_29185	Cluster 5803
Assembled_VSG_29186	Cluster 5803
Assembled_VSG_29738	Cluster 5803
Assembled_VSG_29739	Cluster 5803
Assembled_VSG_29435	Cluster 5803
Assembled_VSG_29436	Cluster 5803
Assembled_VSG_13371	Cluster 5803
Assembled_VSG_13372	Cluster 5803
Assembled_VSG_25980	Cluster 5803
Assembled_VSG_25981	Cluster 5803
Assembled_VSG_29031	Cluster 5803
Assembled_VSG_31582	Cluster 5803
Assembled_VSG_13390	Cluster 5803
Assembled_VSG_13394	Cluster 5803
Assembled_VSG_29217	Cluster 5803
Assembled_VSG_29565	Cluster 5803
Assembled_VSG_29566	Cluster 5803
Assembled_VSG_31588	Cluster 5803
Assembled_VSG_25792	Cluster 5803
Assembled_VSG_26333	Cluster 5803
Assembled_VSG_28464	Cluster 5803
Assembled_VSG_28922	Cluster 5803
Assembled_VSG_28923	Cluster 5803
Assembled_VSG_31085	Cluster 5803
Assembled_VSG_13263	Cluster 5804
Assembled_VSG_14046	Cluster 5804
Assembled_VSG_14927	Cluster 5804
Assembled_VSG_13264	Cluster 5805
Assembled_VSG_13542	Cluster 5806
Assembled_VSG_13544	Cluster 5806
Assembled_VSG_64659	Cluster 5807
Assembled_VSG_13273	Cluster 5807
Assembled_VSG_13277	Cluster 5807
Assembled_VSG_13726	Cluster 5808
